;parameter;value;temperature;solar_power;load_heat;load_elec;ele_price_in;gas_price;ele_price_out
90;;;0.0;0.0;0.0;0.1999333333333333;0.2317983674123649;0.08091821305841929;0.11
91;;;0.0;0.0;0.0;0.2530666666666667;0.2160701004840455;0.07828354639175263;0.11
92;;;0.0;0.0;0.0;0.1985333333333333;0.20034183355572618;0.08032621305841929;0.11
93;;;0.0;0.0;0.0;0.2448666666666667;0.2002563751667947;0.07993154639175262;0.11
94;;;0.0;0.0;0.0;0.1627333333333333;0.2001709167778631;0.07888087972508595;0.11
95;;;0.0;0.0;0.0;0.1564;0.2000854583889316;0.07993154639175262;0.11
96;;;0.0;0.0;0.0;0.1067333333333333;0.2;0.07993154639175262;0.11
97;;;0.0;0.0;0.0;0.1147333333333333;0.2084407390569513;0.07993154639175262;0.11
98;;;0.0;0.0;0.0;0.2716;0.2168814781139026;0.07993154639175262;0.11
99;;;0.0;0.0;0.0;0.2167333333333333;0.22532221717085382;0.07993154639175262;0.11
100;;;0.0;0.0;0.0;0.1406666666666667;0.2337629562278051;0.07993154639175262;0.11
101;;;0.0;0.0;0.0;0.09886666666666666;0.2403616633667253;0.07993154639175262;0.11
102;;;0.0;0.0;0.0;0.1651333333333333;0.24696037050564543;0.07993154639175262;0.11
103;;;0.0;0.0;0.0;0.2052;0.2535590776445656;0.07993154639175262;0.11
104;;;0.0;0.0;0.0;0.1989333333333334;0.26015778478348567;0.07993154639175262;0.11
105;;;0.0;0.0;0.0;0.1742;0.2559512534374841;0.07993154639175262;0.11
106;;;0.0;0.0;0.0;0.1438;0.25174472209148246;0.07993154639175262;0.11
107;;;0.0;0.0;0.0;0.1576;0.2475381907454808;0.07993154639175262;0.11
108;;;0.0;0.0;0.0;0.1333333333333333;0.2433316593994792;0.07993154639175262;0.11
109;;;0.0;0.0;0.0;0.1519333333333333;0.2433316593994792;0.07993154639175262;0.11
110;;;0.0;0.0;0.0;0.2162666666666667;0.2433316593994792;0.07993154639175262;0.11
111;;;0.0;0.0;0.0;0.2124666666666667;0.2433316593994792;0.07993154639175262;0.11
112;;;0.0;0.0;0.0;0.1653333333333333;0.2433316593994792;0.07993154639175262;0.11
113;;;0.0;0.0;0.0;0.09613333333333333;0.24216446251501172;0.07993154639175262;0.11
114;;;0.0;0.0;0.0;0.1404;0.24099726563054422;0.07993154639175262;0.11
115;;;0.0;0.0;0.0;0.2606;0.2398300687460767;0.07993154639175262;0.11
116;;;0.0;0.0;0.0;0.1992;0.2386628718616092;0.07993154639175262;0.11
117;;;0.0;0.0;0.0;0.1384;0.23845485657526852;0.07993154639175262;0.11
118;;;0.0;0.0;0.0;0.0854;0.2382468412889278;0.07993154639175262;0.11
119;;;0.0;0.0;0.0;0.1817333333333333;0.238038826002587;0.07993154639175262;0.11
120;;;0.0;0.0;0.0;0.1825333333333333;0.2378308107162463;0.07993154639175262;0.11
121;;;0.0;0.0;0.0;0.2042666666666667;0.2460820837410957;0.07993154639175262;0.11
122;;;0.0;0.0;0.0;0.1754;0.254333356765945;0.07993154639175262;0.11
123;;;0.0;0.0;0.0;0.1158666666666667;0.2625846297907944;0.07993154639175262;0.11
124;;;0.0;0.0;0.0;0.2214;0.2708359028156437;0.07993154639175262;0.11
125;;;0.0;0.0;0.0;0.1078;0.26025023602185937;0.07993154639175262;0.11
126;;;0.0;0.0;0.0;0.1782;0.2496645692280751;0.07993154639175262;0.11
127;;;0.0;0.0;0.0;0.1903333333333334;0.2390789024342907;0.07993154639175262;0.11
128;;;0.0;0.0;0.0;0.2220666666666667;0.2284932356405064;0.07993154639175262;0.11
129;;;0.0;0.0;0.0;0.117;0.24448729987915002;0.07993154639175262;0.11
130;;;0.0;0.0;0.0;0.09953333333333333;0.2604813641177935;0.07993154639175262;0.11
131;;;0.0;0.0;0.0;0.1744;0.27647542835643707;0.07993154639175262;0.11
132;;;0.0;0.0;0.0;0.2388;0.2924694925950807;0.07993154639175262;0.11
133;;;0.0;0.002666666666666667;0.0;0.5333333333333333;0.2999811557129408;0.07993154639175262;0.11
134;;;0.0;0.006666666666666667;0.0;0.3645333333333334;0.3074928188308008;0.07993154639175262;0.11
135;;;0.0;0.006666666666666667;0.0;0.5913999999999999;0.31500448194866093;0.07993154639175262;0.11
136;;;0.0;0.008;0.0;0.4874;0.32251614506652104;0.07993154639175262;0.11
137;;;0.0;0.1346666666666667;0.0;0.1227333333333333;0.3152356100445951;0.07993154639175262;0.11
138;;;0.0;0.07200000000000001;0.0;0.4034;0.3079550750226691;0.07993154639175262;0.11
139;;;0.0;0.1226666666666667;0.0;0.3348666666666667;0.30067454000074323;0.07993154639175262;0.11
140;;;0.0;0.09866666666666668;0.0;0.3088;0.2933940049788173;0.07993154639175262;0.11
141;;;0.0;0.044;0.0;0.3146666666666667;0.29316287688288317;0.07993154639175262;0.11
142;;;0.0;0.05466666666666666;0.0;0.2434666666666667;0.292931748786949;0.07993154639175262;0.11
143;;;0.0;0.2053333333333333;0.0;0.3650666666666667;0.2927006206910148;0.07993154639175262;0.11
144;;;0.0;0.1666666666666667;0.0;0.3098;0.2924694925950807;0.07993154639175262;0.11
145;;;0.0;0.1106666666666667;0.0;0.2424666666666667;0.29142941616337703;0.07993154639175262;0.11
146;;;0.0;0.1093333333333333;0.0;0.2212;0.2903893397316733;0.07993154639175262;0.11
147;;;0.0;0.08933333333333333;0.0;0.2927333333333333;0.2893492632999696;0.07993154639175262;0.11
148;;;0.0;0.3346666666666667;0.0;0.2956666666666667;0.2883091868682659;0.07993154639175262;0.11
149;;;0.0;0.124;0.0;0.3692;0.274580177969777;0.07993154639175262;0.11
150;;;0.0;0.056;0.0;0.4134666666666666;0.2608511690712882;0.07993154639175262;0.11
151;;;0.0;0.09066666666666667;0.0;0.3798666666666667;0.2471221601727994;0.07993154639175262;0.11
152;;;0.0;0.1213333333333333;0.0;0.3556;0.23339315127431048;0.07993154639175262;0.11
153;;;0.0;0.02533333333333333;0.0;0.2617333333333334;0.2307005089566776;0.07993154639175262;0.11
154;;;0.0;0.0;0.0;0.3562666666666667;0.2280078666390447;0.07993154639175262;0.11
155;;;0.0;0.012;0.0;0.4902;0.2253152243214117;0.07993154639175262;0.11
156;;;0.0;0.02;0.0;0.2930666666666666;0.2226225820037788;0.07993154639175262;0.11
157;;;0.0;0.04133333333333333;0.0;0.3834;0.2254423447741755;0.07993154639175262;0.11
158;;;0.0;0.07066666666666667;0.0;0.4610666666666667;0.2282621075445722;0.07993154639175262;0.11
159;;;0.0;0.1173333333333333;0.0;0.3256;0.2310818703149689;0.07993154639175262;0.11
160;;;0.0;0.06133333333333333;0.0;0.4404;0.2339016330853656;0.07993154639175262;0.11
161;;;0.0;0.024;0.0;0.5234;0.2535590776445656;0.07993154639175262;0.11
162;;;0.0;0.0;0.0;0.4234;0.27321652220376547;0.07993154639175262;0.11
163;;;0.0;0.0;0.0;0.6162666666666666;0.2928739667629655;0.07993154639175262;0.11
164;;;0.0;0.0;0.0;0.4552666666666667;0.3125314113221654;0.07993154639175262;0.11
165;;;0.0;0.0;0.0;1.974466666666667;0.3333791655754263;0.07993154639175262;0.11
166;;;0.0;0.0;0.0;1.9988;0.35422691982868715;0.07993154639175262;0.11
167;;;0.0;0.0;0.0;2.144466666666667;0.375074674081948;0.07993154639175262;0.11
168;;;0.0;0.0;0.0;2.6544;0.3959224283352088;0.07993154639175262;0.11
169;;;0.0;0.0;0.0;1.826733333333333;0.375074674081948;0.07993154639175262;0.11
170;;;0.0;0.0;0.0;1.5396;0.35422691982868715;0.07993154639175262;0.11
171;;;0.0;0.0;0.0;1.451466666666667;0.3333791655754263;0.07993154639175262;0.11
172;;;0.0;0.0;0.0;1.728133333333334;0.3125314113221654;0.07993154639175262;0.11
173;;;0.0;0.0;0.0;0.8087333333333333;0.3194883670097835;0.07993154639175262;0.11
174;;;0.0;0.0;0.0;1.266933333333333;0.32644532269740145;0.07993154639175262;0.11
175;;;0.0;0.0;0.0;2.141;0.3334022783850197;0.07993154639175262;0.11
176;;;0.0;0.0;0.0;2.978666666666666;0.34035923407263774;0.07993154639175262;0.11
177;;;0.0;0.0;0.0;0.6794666666666667;0.3334022783850197;0.07993154639175262;0.11
178;;;0.0;0.0;0.0;1.0402;0.32644532269740145;0.07993154639175262;0.11
179;;;0.0;0.0;0.0;2.6226;0.3194883670097835;0.07993154639175262;0.11
180;;;0.0;0.0;0.0;1.290133333333333;0.3125314113221654;0.07993154639175262;0.11
181;;;0.0;0.0;0.0;0.5855333333333334;0.2977738823967696;0.07993154639175262;0.11
182;;;0.0;0.0;0.0;0.6512666666666667;0.2830163534713737;0.07993154639175262;0.11
183;;;0.0;0.0;0.0;0.8366666666666667;0.2682588245459779;0.07993154639175262;0.11
184;;;0.0;0.0;0.0;0.7878666666666667;0.253501295620582;0.07993154639175262;0.11
185;;;0.0;0.0;0.0;0.9400666666666667;0.24482243561825448;0.07993154639175262;0.11
186;;;0.0;0.0;0.0;0.6928666666666666;0.23614357561592692;0.07993154639175262;0.11
187;;;0.0;0.0;0.0;0.6238666666666667;0.2274647156135994;0.07993154639175262;0.11
188;;;0.0;0.0;0.0;0.298;0.2187858556112718;0.07993154639175262;0.11
189;;;0.0;0.0;0.0;0.2371333333333333;0.22577748051328;0.07993154639175262;0.11
190;;;0.0;0.0;0.0;0.2051333333333333;0.2327691054152882;0.07993154639175262;0.11
191;;;0.0;0.0;0.0;0.1099333333333333;0.2397607303172965;0.07993154639175262;0.11
192;;;0.0;0.0;0.0;0.1814666666666667;0.24675235521930472;0.07993154639175262;0.11
193;;;0.0;0.0;0.0;0.1696;0.2485898235819812;0.07993154639175262;0.11
194;;;0.0;0.0;0.0;0.1953333333333333;0.25042729194465774;0.07993154639175262;0.11
195;;;0.0;0.0;0.0;0.2119333333333333;0.2522647603073343;0.07993154639175262;0.11
196;;;0.0;0.0;0.0;0.1266;0.2541022286700108;0.07993154639175262;0.11
197;;;0.0;0.0;0.0;0.1345333333333333;0.2541831235035878;0.07993154639175262;0.11
198;;;0.0;0.0;0.0;0.1102;0.25426401833716467;0.07993154639175262;0.11
199;;;0.0;0.0;0.0;0.1916666666666667;0.2543449131707417;0.07993154639175262;0.11
200;;;0.0;0.0;0.0;0.2639333333333334;0.2544258080043186;0.07993154639175262;0.11
201;;;0.0;0.0;0.0;0.09773333333333334;0.2497223512520586;0.07993154639175262;0.11
202;;;0.0;0.0;0.0;0.1531333333333333;0.2450188944997985;0.07993154639175262;0.11
203;;;0.0;0.0;0.0;0.1352;0.2403154377475385;0.07993154639175262;0.11
204;;;0.0;0.0;0.0;0.1793333333333333;0.23561198099527839;0.07993154639175262;0.11
205;;;0.0;0.0;0.0;0.1507333333333333;0.2293484095954628;0.07993154639175262;0.11
206;;;0.0;0.0;0.0;0.2376666666666667;0.2230848381956471;0.07993154639175262;0.11
207;;;0.0;0.0;0.0;0.1657333333333333;0.2168212667958315;0.07993154639175262;0.11
208;;;0.0;0.0;0.0;0.0814;0.2105576953960159;0.07993154639175262;0.11
209;;;0.0;0.0;0.0;0.1156666666666667;0.2079182715470119;0.07993154639175262;0.11
210;;;0.0;0.0;0.0;0.1772666666666667;0.2052788476980079;0.07993154639175262;0.11
211;;;0.0;0.0;0.0;0.2845333333333334;0.202639423849004;0.07993154639175262;0.11
212;;;0.0;0.0;0.0;0.1259333333333333;0.2;0.07993154639175262;0.11
213;;;0.0;0.0;0.0;0.1116;0.20445377940208712;0.07993154639175262;0.11
214;;;0.0;0.0;0.0;0.1574;0.2089075588041742;0.07993154639175262;0.11
215;;;0.0;0.0;0.0;0.1494;0.2133613382062613;0.07993154639175262;0.11
216;;;0.0;0.0;0.0;0.2156;0.21781511760834837;0.07993154639175262;0.11
217;;;0.0;0.0;0.0;0.1542;0.2268753389689673;0.07993154639175262;0.11
218;;;0.0;0.0;0.0;0.1592;0.2359355603295862;0.07993154639175262;0.11
219;;;0.0;0.0;0.0;0.1598666666666667;0.24499578169020508;0.07993154639175262;0.11
220;;;0.0;0.0;0.0;0.0824;0.25405600305082404;0.07993154639175262;0.11
221;;;0.0;0.0;0.0;0.1701333333333333;0.2476306419838545;0.07993154639175262;0.11
222;;;0.0;0.0;0.0;0.2387333333333333;0.24120528091688498;0.07993154639175262;0.11
223;;;0.0;0.0;0.0;0.2322;0.2347799198499154;0.07993154639175262;0.11
224;;;0.0;0.0;0.0;0.2222;0.2283545587829459;0.07993154639175262;0.11
225;;;0.0;0.0;0.0;0.287;0.23683695990372938;0.07993154639175262;0.11
226;;;0.0;0.0;0.0;0.3700666666666667;0.2453193610245129;0.07993154639175262;0.11
227;;;0.0;0.0;0.0;0.4426;0.25380176214529654;0.07993154639175262;0.11
228;;;0.0;0.0;0.0;0.4901333333333333;0.26228416326608;0.07993154639175262;0.11
229;;;0.0;0.0;0.0;0.4018;0.2680045836404503;0.07993154639175262;0.11
230;;;0.0;0.012;0.0;0.4998;0.2737250040148207;0.07993154639175262;0.11
231;;;0.0;0.012;0.0;0.8237333333333333;0.279445424389191;0.07993154639175262;0.11
232;;;0.0;0.01466666666666667;0.0;1.4446;0.2851658447635614;0.07993154639175262;0.11
233;;;0.0;0.02133333333333333;0.0;1.8188;0.2772265946682231;0.07993154639175262;0.11
234;;;0.0;0.02933333333333334;0.0;1.511866666666666;0.26928734457288483;0.07993154639175262;0.11
235;;;0.0;0.03066666666666666;0.0;0.6934;0.2613480944775466;0.07993154639175262;0.11
236;;;0.0;0.02933333333333334;0.0;0.9542;0.2534088443822084;0.07993154639175262;0.11
237;;;0.0;0.07066666666666667;0.0;1.4364;0.25358219045415903;0.07993154639175262;0.11
238;;;0.0;0.1413333333333333;0.0;0.6306;0.2537555365261096;0.07993154639175262;0.11
239;;;0.0;0.24;0.0;0.2242;0.25392888259806023;0.07993154639175262;0.11
240;;;0.0;0.3786666666666667;0.0;0.1211333333333333;0.2541022286700108;0.07993154639175262;0.11
241;;;0.0;0.3773333333333334;0.0;0.2408666666666667;0.25856300092154;0.07993154639175262;0.11
242;;;0.0;0.3453333333333333;0.0;0.3966;0.2630237731730692;0.07993154639175262;0.11
243;;;0.0;0.3186666666666667;0.0;0.3344666666666666;0.2674845454245985;0.07993154639175262;0.11
244;;;0.0;0.2853333333333333;0.0;0.3101333333333333;0.2719453176761277;0.07993154639175262;0.11
245;;;0.0;0.2453333333333333;0.0;0.4622666666666667;0.2637518266752618;0.07993154639175262;0.11
246;;;0.0;0.3213333333333334;0.0;0.3739333333333333;0.255558335674396;0.07993154639175262;0.11
247;;;0.0;0.5453333333333333;0.0;0.3335333333333333;0.2473648446735302;0.07993154639175262;0.11
248;;;0.0;0.46;0.0;0.2896;0.2391713536726644;0.07993154639175262;0.11
249;;;0.0;0.3853333333333333;0.0;0.4878;0.2435859003050068;0.07993154639175262;0.11
250;;;0.0;0.2946666666666667;0.0;0.6408666666666667;0.2480004469373491;0.07993154639175262;0.11
251;;;0.0;0.2826666666666667;0.0;0.3588;0.2524149935696915;0.07993154639175262;0.11
252;;;0.0;0.1613333333333333;0.0;0.2924;0.2568295402020339;0.07993154639175262;0.11
253;;;0.0;0.116;0.0;0.3686666666666667;0.2503117278966907;0.07993154639175262;0.11
254;;;0.0;0.1146666666666667;0.0;0.3539333333333333;0.2437939155913475;0.07993154639175262;0.11
255;;;0.0;0.09866666666666668;0.0;0.2774;0.23727610328600432;0.07993154639175262;0.11
256;;;0.0;0.05066666666666667;0.0;0.4888;0.23075829098066108;0.07993154639175262;0.11
257;;;0.0;0.01466666666666667;0.0;0.3758;0.2507508712789656;0.07993154639175262;0.11
258;;;0.0;0.001333333333333333;0.0;0.3976666666666667;0.2707434515772701;0.07993154639175262;0.11
259;;;0.0;0.0;0.0;0.742;0.2907360318755745;0.07993154639175262;0.11
260;;;0.0;0.0;0.0;0.4497333333333334;0.310728612173879;0.07993154639175262;0.11
261;;;0.0;0.0;0.0;0.6531333333333333;0.33299780421713493;0.07993154639175262;0.11
262;;;0.0;0.0;0.0;0.6247999999999999;0.3552669962603908;0.07993154639175262;0.11
263;;;0.0;0.0;0.0;0.7315333333333333;0.3775361883036467;0.07993154639175262;0.11
264;;;0.0;0.0;0.0;0.8962666666666667;0.3998053803469026;0.07993154639175262;0.11
265;;;0.0;0.0;0.0;0.3806;0.38501318220711667;0.07993154639175262;0.11
266;;;0.0;0.0;0.0;0.6224666666666667;0.37022098406733056;0.07993154639175262;0.11
267;;;0.0;0.0;0.0;0.6522;0.3554287859275447;0.07993154639175262;0.11
268;;;0.0;0.0;0.0;0.6290666666666668;0.3406365877877587;0.07993154639175262;0.11
269;;;0.0;0.0;0.0;0.5712666666666667;0.3270693685564238;0.07993154639175262;0.11
270;;;0.0;0.0;0.0;0.653;0.3135021493250889;0.07993154639175262;0.11
271;;;0.0;0.0;0.0;0.3916666666666667;0.2999349300937539;0.07993154639175262;0.11
272;;;0.0;0.0;0.0;0.5195333333333333;0.286367710862419;0.07993154639175262;0.11
273;;;0.0;0.0;0.0;0.7050666666666667;0.2819531642300766;0.07993154639175262;0.11
274;;;0.0;0.0;0.0;0.7203333333333334;0.2775386175977343;0.07993154639175262;0.11
275;;;0.0;0.0;0.0;0.8328;0.2731240709653919;0.07993154639175262;0.11
276;;;0.0;0.0;0.0;0.4960666666666667;0.2687095243330495;0.07993154639175262;0.11
277;;;0.0;0.0;0.0;0.5466;0.26577419751468573;0.07993154639175262;0.11
278;;;0.0;0.0;0.0;0.5040666666666667;0.2628388706963219;0.07993154639175262;0.11
279;;;0.0;0.0;0.0;0.4567333333333333;0.25990354387795817;0.07993154639175262;0.11
280;;;0.0;0.0;0.0;0.5498;0.2569682170595944;0.07993154639175262;0.11
281;;;0.0;0.0;0.0;0.4409333333333333;0.2438401412105343;0.07993154639175262;0.11
282;;;0.0;0.0;0.0;0.2747333333333333;0.2307120653614743;0.07993154639175262;0.11
283;;;0.0;0.0;0.0;0.2042;0.2175839895124142;0.07993154639175262;0.11
284;;;0.0;0.0;0.0;0.2448;0.20445591366335422;0.07993154639175262;0.11
285;;;0.0;0.0;0.0;0.2002;0.20817707600789412;0.07993154639175262;0.11
286;;;0.0;0.0;0.0;0.1266666666666667;0.211898238352434;0.07993154639175262;0.11
